ProvinceKey,ProvinceName,ProvinceNameEng,RegionKey,Region,RegionEng,HouseholdIncomeRangeKey,HouseholdIncomeRange,HouseholdIncomeRangeEng,Year,TotalHousehold,HouseholdSize2Person,HouseholdSize4Person,HouseholdSize7Person,HouseholdSize8More,,,,
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,10,ต่ำกว่า 1,500 บาท,Less than 1,500 baht,2558,0,0,0,0,0,,
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,11,1,500 - 3,000 บาท,1,500 - 3,000 baht,2558,77953.13,4.7,17.3,34.2,72
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,12,3,001 - 5,000 บาท,3,001 - 5,000 baht,2558,207898.71,24.8,49.2,44.7,28
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,13,5,001 - 10,000 บาท,5,001 - 10,000 baht,2558,177203,39.5,25.2,16.9,0
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,14,10,001 - 15,000 บาท,10,001 - 15,000 baht,2558,51897.48,13.2,5.4,4.2,0
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,15,15,001 - 30,000 บาท,15,001 - 30,000 baht,2558,45051.89,13.9,2.7,0,0
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,16,30,001 - 50,000 บาท,30,001 - 50,000 baht,2558,9367.22,3.2,0.2,0,0
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,17,50,001 - 100,000 บาท,50,001 - 100,000 baht,2558,1897.58,0.7,0,0,0
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,18,มากกว่า 100,000 บาท,More than 100,000 baht,2558,0,0,0,0,0,,
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,10,ต่ำกว่า 1,500 บาท,Less than 1,500 baht,2559,0,0,0,0,0,,
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,11,1,500 - 3,000 บาท,1,500 - 3,000 baht,2559,13.44,1.19,19.35,41.95,0
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,12,3,001 - 5,000 บาท,3,001 - 5,000 baht,2559,34.69,23.4,46.45,44.15,100
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,13,5,001 - 10,000 บาท,5,001 - 10,000 baht,2559,35.33,46.61,28.53,13.33,0
