ProvinceKey,ProvinceName,ProvinceNameEng,RegionKey,Region,RegionEng,HouseholdIncomeRangeKey,HouseholdIncomeRange,HouseholdIncomeRangeEng,Year,TotalHousehold,HouseholdSize2Person,HouseholdSize4Person,HouseholdSize7Person,HouseholdSize8More,,,,
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,12,3,001 - 5,000 บาท,3,001 - 5,000 baht,2558,14638.95,5.2,0,0,0
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,13,5,001 - 10,000 บาท,5,001 - 10,000 baht,2558,149369.39,39.7,17.4,0,0
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,14,10,001 - 15,000 บาท,10,001 - 15,000 baht,2558,181997.83,26.4,40.3,30.4,0
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,15,15,001 - 30,000 บาท,15,001 - 30,000 baht,2558,160918.27,19.6,30.3,51.4,100
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,16,30,001 - 50,000 บาท,30,001 - 50,000 baht,2558,48383.51,6.6,9.7,12.8,0
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,17,50,001 - 100,000 บาท,50,001 - 100,000 baht,2558,14570.07,2.5,1.7,5.3,0
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,18,มากกว่า 100,000 บาท,More than 100,000 baht,2558,1390.98,0,0.7,0,0,,
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,10,ต่ำกว่า 1,500 บาท,Less than 1,500 baht,2559,0,0,0,0,0,,
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,11,1,500 - 3,000 บาท,1,500 - 3,000 baht,2559,0,0,0,0,0
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,12,3,001 - 5,000 บาท,3,001 - 5,000 baht,2559,1.97,3.92,0,0,0
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,13,5,001 - 10,000 บาท,5,001 - 10,000 baht,2559,29.69,44.52,19.79,2.79,0
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,14,10,001 - 15,000 บาท,10,001 - 15,000 baht,2559,31.89,29.99,35.3,30.87,0
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,15,15,001 - 30,000 บาท,15,001 - 30,000 baht,2559,29.35,17.03,36,54.58,100
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,16,30,001 - 50,000 บาท,30,001 - 50,000 baht,2559,6.13,3.3,8.31,10.77,0
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,17,50,001 - 100,000 บาท,50,001 - 100,000 baht,2559,0.98,1.24,0.61,0.98,0
40,ขอนแก่น             ,Khon Kaen           ,2,ภาคกลาง,Central,18,มากกว่า 100,000 บาท,More than 100,000 baht,2559,0,0,0,0,0,,
41,อุดรธานี            ,Udon Thani          ,2,ภาคกลาง,Central,10,ต่ำกว่า 1,500 บาท,Less than 1,500 baht,2556,0,0,0,0,0,,
