ProvinceKey,ProvinceName,ProvinceNameEng,AmphurKey,AmphurName,AmphurNameEng,RegionKey,Expr1,Region,Year,NoOfHouseHold,HouseHoldRateChange,Source
19,สระบุรี             ,Saraburi            ,1903,หนองแค                        ,Nong Khae                     ,3,3,ภาคกลาง,2558,42364,3.7,ที่ทำการปกครองจังหวัดสระบุรี
19,สระบุรี             ,Saraburi            ,1904,วิหารแดง                      ,Wihan Daeng                   ,3,3,ภาคกลาง,2558,13168,2.13,ที่ทำการปกครองจังหวัดสระบุรี
19,สระบุรี             ,Saraburi            ,1905,หนองแซง                       ,Nong Saeng                    ,3,3,ภาคกลาง,2558,4921,1.95,ที่ทำการปกครองจังหวัดสระบุรี
19,สระบุรี             ,Saraburi            ,1906,บ้านหมอ                       ,Ban Mo                        ,3,3,ภาคกลาง,2558,16468,2.34,ที่ทำการปกครองจังหวัดสระบุรี
19,สระบุรี             ,Saraburi            ,1907,ดอนพุด                        ,Don Phut                      ,3,3,ภาคกลาง,2558,2277,0.84,ที่ทำการปกครองจังหวัดสระบุรี
19,สระบุรี             ,Saraburi            ,1908,หนองโดน                       ,Nong Don                      ,3,3,ภาคกลาง,2558,4828,2.68,ที่ทำการปกครองจังหวัดสระบุรี
19,สระบุรี             ,Saraburi            ,1909,พระพุทธบาท                    ,Phra Phutthabat               ,3,3,ภาคกลาง,2558,23515,1.92,ที่ทำการปกครองจังหวัดสระบุรี
19,สระบุรี             ,Saraburi            ,1910,เสาไห้                        ,Sao Hai                       ,3,3,ภาคกลาง,2558,12572,1.96,ที่ทำการปกครองจังหวัดสระบุรี
19,สระบุรี             ,Saraburi            ,1911,มวกเหล็ก                      ,Muak Lek                      ,3,3,ภาคกลาง,2558,23549,2.44,ที่ทำการปกครองจังหวัดสระบุรี
19,สระบุรี             ,Saraburi            ,1912,วังม่วง                       ,Wang Muang                    ,3,3,ภาคกลาง,2558,8269,3.13,ที่ทำการปกครองจังหวัดสระบุรี
19,สระบุรี             ,Saraburi            ,1913,เฉลิมพระเกียรติ               ,Chaloem Phra Kiat             ,3,3,ภาคกลาง,2558,14109,2.29,ที่ทำการปกครองจังหวัดสระบุรี
19,สระบุรี             ,Saraburi            ,1901,เมืองสระบุรี                  ,Mueang Saraburi               ,3,3,ภาคกลาง,2559,49457,3.02,ที่ทำการปกครองจังหวัดสระบุรี
19,สระบุรี             ,Saraburi            ,1902,แก่งคอย                       ,Kaeng Khoi                    ,3,3,ภาคกลาง,2559,42590,2.58,ที่ทำการปกครองจังหวัดสระบุรี
19,สระบุรี             ,Saraburi            ,1903,หนองแค                        ,Nong Khae                     ,3,3,ภาคกลาง,2559,43808,3.41,ที่ทำการปกครองจังหวัดสระบุรี
19,สระบุรี             ,Saraburi            ,1904,วิหารแดง                      ,Wihan Daeng                   ,3,3,ภาคกลาง,2559,13391,1.69,ที่ทำการปกครองจังหวัดสระบุรี
19,สระบุรี             ,Saraburi            ,1905,หนองแซง                       ,Nong Saeng                    ,3,3,ภาคกลาง,2559,4989,1.38,ที่ทำการปกครองจังหวัดสระบุรี
19,สระบุรี             ,Saraburi            ,1906,บ้านหมอ                       ,Ban Mo                        ,3,3,ภาคกลาง,2559,16689,1.34,ที่ทำการปกครองจังหวัดสระบุรี
19,สระบุรี             ,Saraburi            ,1907,ดอนพุด                        ,Don Phut                      ,3,3,ภาคกลาง,2559,2345,2.99,ที่ทำการปกครองจังหวัดสระบุรี
19,สระบุรี             ,Saraburi            ,1908,หนองโดน                       ,Nong Don                      ,3,3,ภาคกลาง,2559,4913,1.76,ที่ทำการปกครองจังหวัดสระบุรี
19,สระบุรี             ,Saraburi            ,1909,พระพุทธบาท                    ,Phra Phutthabat               ,3,3,ภาคกลาง,2559,23884,1.57,ที่ทำการปกครองจังหวัดสระบุรี
19,สระบุรี             ,Saraburi            ,1910,เสาไห้                        ,Sao Hai                       ,3,3,ภาคกลาง,2559,12789,1.73,ที่ทำการปกครองจังหวัดสระบุรี
19,สระบุรี             ,Saraburi            ,1911,มวกเหล็ก                      ,Muak Lek                      ,3,3,ภาคกลาง,2559,24064,2.19,ที่ทำการปกครองจังหวัดสระบุรี
19,สระบุรี             ,Saraburi            ,1912,วังม่วง                       ,Wang Muang                    ,3,3,ภาคกลาง,2559,8485,2.61,ที่ทำการปกครองจังหวัดสระบุรี
19,สระบุรี             ,Saraburi            ,1913,เฉลิมพระเกียรติ               ,Chaloem Phra Kiat             ,3,3,ภาคกลาง,2559,14551,3.13,ที่ทำการปกครองจังหวัดสระบุรี
21,ระยอง               ,Rayong              ,2101,เมืองระยอง                    ,Mueang Rayong                 ,5,5,ภาคตะวันออก,2555,149046,0,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2102,บ้านฉาง                       ,Ban Chang                     ,5,5,ภาคตะวันออก,2555,33674,0,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2103,แกลง                          ,Klaeng                        ,5,5,ภาคตะวันออก,2555,55900,0,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2104,วังจันทร์                     ,Wang Chan                     ,5,5,ภาคตะวันออก,2555,10711,0,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2105,บ้านค่าย                      ,Ban Khai                      ,5,5,ภาคตะวันออก,2555,26813,0,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2106,ปลวกแดง                       ,Pluak Daeng                   ,5,5,ภาคตะวันออก,2555,44966,0,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2107,เขาชะเมา                      ,Khao Chamao                   ,5,5,ภาคตะวันออก,2555,9765,0,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2108,นิคมพัฒนา                     ,Nikhom Phatthana              ,5,5,ภาคตะวันออก,2555,24370,0,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2101,เมืองระยอง                    ,Mueang Rayong                 ,5,5,ภาคตะวันออก,2556,154977,3.9,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2102,บ้านฉาง                       ,Ban Chang                     ,5,5,ภาคตะวันออก,2556,35168,4.34,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2103,แกลง                          ,Klaeng                        ,5,5,ภาคตะวันออก,2556,57830,3.39,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2104,วังจันทร์                     ,Wang Chan                     ,5,5,ภาคตะวันออก,2556,11110,3.66,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2105,บ้านค่าย                      ,Ban Khai                      ,5,5,ภาคตะวันออก,2556,27783,3.55,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2106,ปลวกแดง                       ,Pluak Daeng                   ,5,5,ภาคตะวันออก,2556,54802,19.78,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2107,เขาชะเมา                      ,Khao Chamao                   ,5,5,ภาคตะวันออก,2556,10201,4.37,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2108,นิคมพัฒนา                     ,Nikhom Phatthana              ,5,5,ภาคตะวันออก,2556,26403,8.01,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2101,เมืองระยอง                    ,Mueang Rayong                 ,5,5,ภาคตะวันออก,2557,162651,4.83,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2102,บ้านฉาง                       ,Ban Chang                     ,5,5,ภาคตะวันออก,2557,36771,4.46,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2103,แกลง                          ,Klaeng                        ,5,5,ภาคตะวันออก,2557,59272,2.46,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2104,วังจันทร์                     ,Wang Chan                     ,5,5,ภาคตะวันออก,2557,11518,3.61,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2105,บ้านค่าย                      ,Ban Khai                      ,5,5,ภาคตะวันออก,2557,28886,3.89,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2106,ปลวกแดง                       ,Pluak Daeng                   ,5,5,ภาคตะวันออก,2557,64513,16.31,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2107,เขาชะเมา                      ,Khao Chamao                   ,5,5,ภาคตะวันออก,2557,10377,1.71,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2108,นิคมพัฒนา                     ,Nikhom Phatthana              ,5,5,ภาคตะวันออก,2557,28923,9.12,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2101,เมืองระยอง                    ,Mueang Rayong                 ,5,5,ภาคตะวันออก,2558,170755,4.86,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2102,บ้านฉาง                       ,Ban Chang                     ,5,5,ภาคตะวันออก,2558,38588,4.82,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2103,แกลง                          ,Klaeng                        ,5,5,ภาคตะวันออก,2558,60327,1.76,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2104,วังจันทร์                     ,Wang Chan                     ,5,5,ภาคตะวันออก,2558,11973,3.87,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2105,บ้านค่าย                      ,Ban Khai                      ,5,5,ภาคตะวันออก,2558,70852,9.37,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2106,ปลวกแดง                       ,Pluak Daeng                   ,5,5,ภาคตะวันออก,2558,10499,1.17,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2107,เขาชะเมา                      ,Khao Chamao                   ,5,5,ภาคตะวันออก,2558,31011,6.97,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2108,นิคมพัฒนา                     ,Nikhom Phatthana              ,5,5,ภาคตะวันออก,2558,29938,3.58,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2101,เมืองระยอง                    ,Mueang Rayong                 ,5,5,ภาคตะวันออก,2559,176871,3.58,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2102,บ้านฉาง                       ,Ban Chang                     ,5,5,ภาคตะวันออก,2559,40026,3.73,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2103,แกลง                          ,Klaeng                        ,5,5,ภาคตะวันออก,2559,61499,1.94,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2104,วังจันทร์                     ,Wang Chan                     ,5,5,ภาคตะวันออก,2559,12286,2.61,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2105,บ้านค่าย                      ,Ban Khai                      ,5,5,ภาคตะวันออก,2559,31085,3.83,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2106,ปลวกแดง                       ,Pluak Daeng                   ,5,5,ภาคตะวันออก,2559,77193,8.95,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2107,เขาชะเมา                      ,Khao Chamao                   ,5,5,ภาคตะวันออก,2559,10623,1.18,กรมการปกครอง  กระทรวงมหาดไทย
21,ระยอง               ,Rayong              ,2108,นิคมพัฒนา                     ,Nikhom Phatthana              ,5,5,ภาคตะวันออก,2559,33275,7.3,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3001,เมืองนครราชสีมา               ,Mueang Nakhon Ratchasima      ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,180153,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3002,ครบุรี                        ,Khon Buri                     ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,30694,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3003,เสิงสาง                       ,Soeng Sang                    ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,18982,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3004,คง                            ,Khong                         ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,19335,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3005,บ้านเหลื่อม                   ,Ban Lueam                     ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,5391,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3006,จักราช                        ,Chakkarat                     ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,17948,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3007,โชคชัย                        ,Chok Chai                     ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,26625,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3008,ด่านขุนทด                     ,Dan Khun Thot                 ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,35402,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3009,โนนไทย                        ,Non Thai                      ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,18908,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3010,โนนสูง                        ,Non Sung                      ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,31458,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3011,ขามสะแกแสง                    ,Kham Sakaesaeng               ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,11019,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3012,บัวใหญ่                       ,Bua Yai                       ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,21823,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3013,ประทาย                        ,Prathai                       ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,18936,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3014,ปักธงชัย                      ,Pak Thong Chai                ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,35006,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3016,ห้วยแถลง                      ,Huai Thalaeng                 ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,18645,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3017,ชุมพวง                        ,Chum Phuang                   ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,20303,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3018,สูงเนิน                       ,Sung Noen                     ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,27680,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3019,ขามทะเลสอ                     ,Kham Thale So                 ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,8094,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3020,สีคิ้ว                        ,Si Khio                       ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,40442,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3021,ปากช่อง                       ,Pak Chong                     ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,78114,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3022,หนองบุญมาก                    ,Nong Bunmak                   ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,15581,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3023,แก้งสนามนาง                   ,Kaeng Sanam Nang              ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,9455,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3024,โนนแดง                        ,Non Daeng                     ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,5978,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3025,วังน้ำเขียว                   ,Wang Nam Khiao                ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,15383,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3026,เทพารักษ์                     ,Thepharak                     ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,6863,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3027,เมืองยาง                      ,Mueang Yang                   ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,6830,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3028,พระทองคำ                      ,Phra Thong Kham               ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,11371,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3029,ลำทะเมนชัย                    ,Lamtaman Chai                 ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,8157,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3030,บัวลาย                        ,Bua Lai                       ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,6170,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3031,สีดา                          ,Sida                          ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,6134,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3032,เฉลิมพระเกียรติ               ,Chaloem Phra Kiat             ,2,2,ภาคตะวันออกเฉียงเหนือ,2553,9529,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3001,เมืองนครราชสีมา               ,Mueang Nakhon Ratchasima      ,2,2,ภาคตะวันออกเฉียงเหนือ,2554,185958,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3002,ครบุรี                        ,Khon Buri                     ,2,2,ภาคตะวันออกเฉียงเหนือ,2554,31363,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3003,เสิงสาง                       ,Soeng Sang                    ,2,2,ภาคตะวันออกเฉียงเหนือ,2554,19359,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3004,คง                            ,Khong                         ,2,2,ภาคตะวันออกเฉียงเหนือ,2554,19720,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3005,บ้านเหลื่อม                   ,Ban Lueam                     ,2,2,ภาคตะวันออกเฉียงเหนือ,2554,5496,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3006,จักราช                        ,Chakkarat                     ,2,2,ภาคตะวันออกเฉียงเหนือ,2554,18294,0,กรมการปกครอง  กระทรวงมหาดไทย
30,นครราชสีมา          ,Nakhon Ratchasima   ,3007,โชคชัย                        ,Chok Chai                     ,2,2,ภาคตะวันออกเฉียงเหนือ,2554,27432,0,กรมการปกครอง  กระทรวงมหาดไทย
